,Gene stable ID,Gene name_mart,Used by 10X,ultimate_gene_name
82,ENSG00000309233,,,ENSG00000309233
83,ENSG00000303902,,,ENSG00000303902
84,ENSG00000302039,,,ENSG00000302039
85,ENSG00000297844,,,ENSG00000297844
86,ENSG00000277630,,True,BX072566.1
87,ENSG00000295160,,,ENSG00000295160
88,ENSG00000300815,,,ENSG00000300815
89,ENSG00000306528,,,ENSG00000306528
90,ENSG00000304057,,,ENSG00000304057
91,ENSG00000296348,,,ENSG00000296348
92,ENSG00000277428,Y_RNA,,Y_RNA_ENSG00000277428
93,ENSG00000307824,,,ENSG00000307824
94,ENSG00000276256,,True,AC011043.1
95,ENSG00000295668,,,ENSG00000295668
96,ENSG00000304745,,,ENSG00000304745
97,ENSG00000303853,,,ENSG00000303853
98,ENSG00000303221,,,ENSG00000303221
99,ENSG00000306744,,,ENSG00000306744
100,ENSG00000306767,,,ENSG00000306767
101,ENSG00000308844,,,ENSG00000308844
102,ENSG00000278793,U6,,U6_ENSG00000278793
103,ENSG00000298861,,,ENSG00000298861
104,ENSG00000308643,,,ENSG00000308643
105,ENSG00000303875,,,ENSG00000303875
106,ENSG00000303892,,,ENSG00000303892
107,ENSG00000303912,,,ENSG00000303912
108,ENSG00000308185,,,ENSG00000308185
109,ENSG00000277374,U1,,U1_ENSG00000277374
110,ENSG00000303573,,,ENSG00000303573
111,ENSG00000309296,,,ENSG00000309296
112,ENSG00000307722,,,ENSG00000307722
113,ENSG00000274202,U2,,U2_ENSG00000274202
114,ENSG00000310401,,,ENSG00000310401
115,ENSG00000309793,,,ENSG00000309793
116,ENSG00000304792,,,ENSG00000304792
117,ENSG00000304816,,,ENSG00000304816
118,ENSG00000309831,,,ENSG00000309831
119,ENSG00000309258,,,ENSG00000309258
120,ENSG00000304845,,,ENSG00000304845
121,ENSG00000275987,U1,,U1_ENSG00000275987
122,ENSG00000268674,,True,AC213203.1
123,ENSG00000277475,,True,AC213203.2
124,ENSG00000275405,U1,,U1_ENSG00000275405
125,ENSG00000298139,,,ENSG00000298139
126,ENSG00000301573,,,ENSG00000301573
127,ENSG00000301587,,,ENSG00000301587
128,ENSG00000298153,,,ENSG00000298153
129,ENSG00000298169,,,ENSG00000298169
130,ENSG00000298181,,,ENSG00000298181
131,ENSG00000273748,,True,AL592183.1
132,ENSG00000296581,,,ENSG00000296581
133,ENSG00000297972,,,ENSG00000297972
134,ENSG00000293919,,,ENSG00000293919
135,ENSG00000296598,,,ENSG00000296598
136,ENSG00000300519,,,ENSG00000300519
137,ENSG00000278633,,True,AC023491.2
138,ENSG00000278066,,,ENSG00000278066
139,ENSG00000296618,,,ENSG00000296618
140,ENSG00000276711,U2,,U2_ENSG00000276711
141,ENSG00000295378,,,ENSG00000295378
142,ENSG00000302961,,,ENSG00000302961
143,ENSG00000304422,,,ENSG00000304422
144,ENSG00000275661,,,ENSG00000275661
145,ENSG00000276351,,,ENSG00000276351
146,ENSG00000276345,,True,AC004556.3
147,ENSG00000273532,,,ENSG00000273532
148,ENSG00000294171,,,ENSG00000294171
149,ENSG00000297558,,,ENSG00000297558
150,ENSG00000298095,,,ENSG00000298095
151,ENSG00000296634,,,ENSG00000296634
152,ENSG00000303588,,,ENSG00000303588
153,ENSG00000293939,,,ENSG00000293939
154,ENSG00000294191,,,ENSG00000294191
155,ENSG00000308966,,,ENSG00000308966
156,ENSG00000293969,,,ENSG00000293969
157,ENSG00000309079,,,ENSG00000309079
158,ENSG00000299852,,,ENSG00000299852
159,ENSG00000299870,,,ENSG00000299870
160,ENSG00000299885,,,ENSG00000299885
161,ENSG00000277400,,True,AC145212.1
162,ENSG00000274847,MAFIP,True,MAFIP
163,ENSG00000307061,,,ENSG00000307061
164,ENSG00000298772,,,ENSG00000298772
165,ENSG00000276312,,,ENSG00000276312
166,ENSG00000276700,RNA5-8SN4,,RNA5-8SN4
167,ENSG00000275757,5_8S_rRNA,,5_8S_rRNA_ENSG00000275757
168,ENSG00000273739,,,ENSG00000273739
169,ENSG00000298142,,,ENSG00000298142
170,ENSG00000301406,,,ENSG00000301406
171,ENSG00000307206,,,ENSG00000307206
172,ENSG00000307077,,,ENSG00000307077
173,ENSG00000310376,,,ENSG00000310376
174,ENSG00000298793,,,ENSG00000298793
175,ENSG00000310392,,,ENSG00000310392
176,ENSG00000306938,,,ENSG00000306938
177,ENSG00000310347,,,ENSG00000310347
178,ENSG00000276932,Y_RNA,,Y_RNA_ENSG00000276932
179,ENSG00000302801,,,ENSG00000302801
180,ENSG00000307088,,,ENSG00000307088
181,ENSG00000306402,,,ENSG00000306402
182,ENSG00000293753,,,ENSG00000293753
183,ENSG00000299010,,,ENSG00000299010
184,ENSG00000275063,,True,AC233755.1
185,ENSG00000277856,,True,AC233755.2
186,ENSG00000298751,,,ENSG00000298751
187,ENSG00000298769,,,ENSG00000298769
188,ENSG00000301091,,,ENSG00000301091
189,ENSG00000303154,,,ENSG00000303154
190,ENSG00000278384,,True,AL354822.1
191,ENSG00000301761,,,ENSG00000301761
192,ENSG00000307122,,,ENSG00000307122
193,ENSG00000307143,,,ENSG00000307143
194,ENSG00000307166,,,ENSG00000307166
195,ENSG00000274175,,True,AC133551.1
196,ENSG00000273554,,True,AC136616.1
197,ENSG00000275869,,True,AC136612.1
198,ENSG00000278510,,,ENSG00000278510
199,ENSG00000273843,,,ENSG00000273843
200,ENSG00000277836,,True,AC141272.1
201,ENSG00000294926,,,ENSG00000294926
202,ENSG00000295260,,,ENSG00000295260
203,ENSG00000295285,,,ENSG00000295285
204,ENSG00000295455,,,ENSG00000295455
205,ENSG00000295648,,,ENSG00000295648
206,ENSG00000296644,,,ENSG00000296644
207,ENSG00000301787,,,ENSG00000301787
208,ENSG00000296798,,,ENSG00000296798
209,ENSG00000297394,,,ENSG00000297394
210,ENSG00000297936,,,ENSG00000297936
211,ENSG00000300662,,,ENSG00000300662
212,ENSG00000301410,,,ENSG00000301410
213,ENSG00000303548,,,ENSG00000303548
214,ENSG00000303746,,,ENSG00000303746
215,ENSG00000304032,,,ENSG00000304032
216,ENSG00000304964,,,ENSG00000304964
217,ENSG00000305027,,,ENSG00000305027
218,ENSG00000305713,,,ENSG00000305713
219,ENSG00000306124,,,ENSG00000306124
220,ENSG00000307249,,,ENSG00000307249
221,ENSG00000308567,,,ENSG00000308567
222,ENSG00000306474,,,ENSG00000306474
223,ENSG00000309335,,,ENSG00000309335
224,ENSG00000310156,,,ENSG00000310156
225,ENSG00000296732,,,ENSG00000296732
226,ENSG00000306526,,,ENSG00000306526
227,ENSG00000296756,,,ENSG00000296756
228,ENSG00000296775,,,ENSG00000296775
229,ENSG00000298469,,,ENSG00000298469
230,ENSG00000306901,,,ENSG00000306901
231,ENSG00000277890,U6,,U6_ENSG00000277890
232,ENSG00000275249,,True,AC171558.3
233,ENSG00000274792,,True,AC171558.1
234,ENSG00000276872,,,ENSG00000276872
235,ENSG00000276760,,True,AC136352.2
236,ENSG00000277927,U6,,U6_ENSG00000277927
237,ENSG00000294368,,,ENSG00000294368
238,ENSG00000294897,,,ENSG00000294897
239,ENSG00000297236,,,ENSG00000297236
240,ENSG00000307608,,,ENSG00000307608
241,ENSG00000309787,,,ENSG00000309787
242,ENSG00000309802,,,ENSG00000309802
243,ENSG00000278673,,,ENSG00000278673
244,ENSG00000294916,,,ENSG00000294916
245,ENSG00000291360,RPL23AP45,,RPL23AP45_ENSG00000291360
246,ENSG00000291361,,,ENSG00000291361
247,ENSG00000291362,C8orf33,,C8orf33_ENSG00000291362
248,ENSG00000291364,LINC02688,,LINC02688_ENSG00000291364
249,ENSG00000291363,MUC5AC,,MUC5AC_ENSG00000291363
250,ENSG00000293532,MUC2,,MUC2_ENSG00000293532
251,ENSG00000288360,ZSWIM4,,ZSWIM4_ENSG00000288360
252,ENSG00000288519,,,ENSG00000288519
253,ENSG00000288240,RN7SL619P,,RN7SL619P_ENSG00000288240
254,ENSG00000288498,MIR23AHG,,MIR23AHG_ENSG00000288498
255,ENSG00000288126,MIR24-2,,MIR24-2_ENSG00000288126
256,ENSG00000288183,MIR27A,,MIR27A_ENSG00000288183
257,ENSG00000288462,MIR23A,,MIR23A_ENSG00000288462
258,ENSG00000288505,NANOS3,,NANOS3_ENSG00000288505
259,ENSG00000288397,MIR181C,,MIR181C_ENSG00000288397
260,ENSG00000288329,MIR181D,,MIR181D_ENSG00000288329
261,ENSG00000288152,BRME1,,BRME1_ENSG00000288152
262,ENSG00000288293,CC2D1A,,CC2D1A_ENSG00000288293
263,ENSG00000288195,PODNL1,,PODNL1_ENSG00000288195
264,ENSG00000288453,DCAF15,,DCAF15_ENSG00000288453
265,ENSG00000288283,RFX1,,RFX1_ENSG00000288283
266,ENSG00000288351,,,ENSG00000288351
267,ENSG00000288474,RLN3,,RLN3_ENSG00000288474
268,ENSG00000288441,,,ENSG00000288441
269,ENSG00000288185,IL27RA,,IL27RA_ENSG00000288185
270,ENSG00000288318,PALM3,,PALM3_ENSG00000288318
271,ENSG00000288278,EEF1DP1,,EEF1DP1_ENSG00000288278
272,ENSG00000288191,MISP3,,MISP3_ENSG00000288191
273,ENSG00000288366,MIR1199,,MIR1199_ENSG00000288366
274,ENSG00000288239,C19orf67,,C19orf67_ENSG00000288239
275,ENSG00000288516,PRKACA,,PRKACA_ENSG00000288516
276,ENSG00000288496,,,ENSG00000288496
277,ENSG00000288210,ASF1B,,ASF1B_ENSG00000288210
278,ENSG00000288348,ADGRL1-AS1,,ADGRL1-AS1_ENSG00000288348
279,ENSG00000288324,ADGRL1,,ADGRL1_ENSG00000288324
280,ENSG00000288289,RN7SL231P,,RN7SL231P_ENSG00000288289
281,ENSG00000288425,,,ENSG00000288425
282,ENSG00000288433,,,ENSG00000288433
283,ENSG00000288488,SAMD1,,SAMD1_ENSG00000288488
284,ENSG00000291365,CNTNAP3C,,CNTNAP3C_ENSG00000291365
285,ENSG00000291366,RN7SL462P,,RN7SL462P_ENSG00000291366
286,ENSG00000280864,,,ENSG00000280864
287,ENSG00000281822,RNU1-62P,,RNU1-62P_ENSG00000281822
288,ENSG00000280505,MTCO3P47,,MTCO3P47_ENSG00000280505
289,ENSG00000280775,RNA5SP136,,RNA5SP136_ENSG00000280775
290,ENSG00000281766,RYBP,,RYBP_ENSG00000281766
291,ENSG00000288175,SYT15B,,SYT15B_ENSG00000288175
292,ENSG00000288244,,,ENSG00000288244
293,ENSG00000288157,NPY4R2,,NPY4R2_ENSG00000288157
294,ENSG00000288304,,,ENSG00000288304
295,ENSG00000288481,FAM25C,,FAM25C_ENSG00000288481
296,ENSG00000288424,AGAP12P,,AGAP12P_ENSG00000288424
297,ENSG00000290627,AGAP12P,,AGAP12P_ENSG00000290627
298,ENSG00000288201,RNA5SP315,,RNA5SP315_ENSG00000288201
299,ENSG00000288196,BMS1P7,,BMS1P7_ENSG00000288196
300,ENSG00000288457,,,ENSG00000288457
301,ENSG00000288522,,,ENSG00000288522
302,ENSG00000288204,HMX1,,HMX1_ENSG00000288204
303,ENSG00000288247,,,ENSG00000288247
304,ENSG00000292327,PPP2R3B,,PPP2R3B_ENSG00000292327
305,ENSG00000292328,RPL14P5,,RPL14P5_ENSG00000292328
306,ENSG00000292329,,,ENSG00000292329
307,ENSG00000292332,IL3RA,,IL3RA_ENSG00000292332
308,ENSG00000292333,P2RY8,,P2RY8_ENSG00000292333
309,ENSG00000292334,SLC25A6,,SLC25A6_ENSG00000292334
310,ENSG00000292337,DHRSX-IT1,,DHRSX-IT1_ENSG00000292337
311,ENSG00000292338,DHRSX,,DHRSX_ENSG00000292338
312,ENSG00000292339,ASMTL,,ASMTL_ENSG00000292339
313,ENSG00000292342,LINC00685,,LINC00685_ENSG00000292342
314,ENSG00000292344,PLCXD1,,PLCXD1_ENSG00000292344
315,ENSG00000292345,ZBED1,,ZBED1_ENSG00000292345
316,ENSG00000292346,MIR6089,,MIR6089_ENSG00000292346
317,ENSG00000292347,LINC00102,,LINC00102_ENSG00000292347
318,ENSG00000292348,CD99,,CD99_ENSG00000292348
319,ENSG00000292350,Metazoa_SRP,,Metazoa_SRP_ENSG00000292350
320,ENSG00000292352,FABP5P13,,FABP5P13_ENSG00000292352
321,ENSG00000292353,KRT18P53,,KRT18P53_ENSG00000292353
322,ENSG00000292354,SHOX,,SHOX_ENSG00000292354
323,ENSG00000292355,MIR3690,,MIR3690_ENSG00000292355
324,ENSG00000292356,RNA5SP498,,RNA5SP498_ENSG00000292356
325,ENSG00000292361,CD99P1,,CD99P1_ENSG00000292361
326,ENSG00000292363,CRLF2,,CRLF2_ENSG00000292363
327,ENSG00000292343,AKAP17A,,AKAP17A_ENSG00000292343
328,ENSG00000292336,ASMT,,ASMT_ENSG00000292336
329,ENSG00000292330,,,ENSG00000292330
330,ENSG00000292357,CSF2RA,,CSF2RA_ENSG00000292357
331,ENSG00000310541,,,ENSG00000310541
332,ENSG00000310543,,,ENSG00000310543
333,ENSG00000310544,,,ENSG00000310544
334,ENSG00000310545,,,ENSG00000310545
335,ENSG00000310546,,,ENSG00000310546
336,ENSG00000292331,ASMTL-AS1,,ASMTL-AS1_ENSG00000292331
337,ENSG00000310547,,,ENSG00000310547
338,ENSG00000310548,,,ENSG00000310548
339,ENSG00000292349,,,ENSG00000292349
340,ENSG00000292341,LINC00106,,LINC00106_ENSG00000292341
341,ENSG00000310549,,,ENSG00000310549
342,ENSG00000310551,,,ENSG00000310551
343,ENSG00000310552,,,ENSG00000310552
344,ENSG00000292335,,,ENSG00000292335
345,ENSG00000310553,,,ENSG00000310553
346,ENSG00000310554,,,ENSG00000310554
347,ENSG00000310556,,,ENSG00000310556
348,ENSG00000310540,LINC02968,,LINC02968_ENSG00000310540
349,ENSG00000288372,,,ENSG00000288372
350,ENSG00000288288,,,ENSG00000288288
351,ENSG00000288129,,,ENSG00000288129
352,ENSG00000288472,LINC03015,,LINC03015_ENSG00000288472
353,ENSG00000292362,CD99P1,,CD99P1_ENSG00000292362
354,ENSG00000288417,LINC03014,,LINC03014_ENSG00000288417
355,ENSG00000288502,,,ENSG00000288502
356,ENSG00000288311,,,ENSG00000288311
357,ENSG00000288449,,,ENSG00000288449
358,ENSG00000288499,FAM20C,,FAM20C_ENSG00000288499
359,ENSG00000288159,,,ENSG00000288159
360,ENSG00000288431,,,ENSG00000288431
361,ENSG00000292360,LINC03112,,LINC03112_ENSG00000292360
362,ENSG00000310557,,,ENSG00000310557
363,ENSG00000292358,GTPBP6,,GTPBP6_ENSG00000292358
364,ENSG00000292364,AMD1P2,,AMD1P2_ENSG00000292364
365,ENSG00000292365,DPH3P2,,DPH3P2_ENSG00000292365
366,ENSG00000292366,VAMP7,,VAMP7_ENSG00000292366
367,ENSG00000292367,ELOCP24,,ELOCP24_ENSG00000292367
368,ENSG00000292368,TRPC6P1,,TRPC6P1_ENSG00000292368
369,ENSG00000292369,,,ENSG00000292369
370,ENSG00000292371,DDX11L16,,DDX11L16_ENSG00000292371
371,ENSG00000292372,WASH6P,,WASH6P_ENSG00000292372
372,ENSG00000310550,,,ENSG00000310550
373,ENSG00000310555,,,ENSG00000310555
374,ENSG00000292370,WASIR1,,WASIR1_ENSG00000292370
375,ENSG00000292373,IL9R,,IL9R_ENSG00000292373
376,ENSG00000310542,,,ENSG00000310542
377,ENSG00000215601,TSPY24P,,TSPY24P
378,ENSG00000215603,ZNF92P1Y,,ZNF92P1Y
379,ENSG00000225878,SERBP1P2,,SERBP1P2
380,ENSG00000236435,TSPY12P,,TSPY12P
381,ENSG00000258991,DUX4L19,,DUX4L19
382,ENSG00000224518,,,ENSG00000224518
383,ENSG00000231988,OFD1P3Y,,OFD1P3Y
384,ENSG00000238073,RBMY2HP,,RBMY2HP
385,ENSG00000275866,,,ENSG00000275866
386,ENSG00000271595,ELOCP35,,ELOCP35
387,ENSG00000183704,SLC9B1P1,,SLC9B1P1
388,ENSG00000232927,USP12PY,,USP12PY
389,ENSG00000277438,KDM5DP1,,KDM5DP1
390,ENSG00000259154,DUX4L17,,DUX4L17
391,ENSG00000273863,,,ENSG00000273863
392,ENSG00000271375,,,ENSG00000271375
393,ENSG00000224634,ZNF736P6Y,,ZNF736P6Y
394,ENSG00000285470,TUSC2P1,,TUSC2P1
395,ENSG00000234620,PUDPP1,,PUDPP1
396,ENSG00000236690,,,ENSG00000236690
397,ENSG00000273693,CDRT15P10,,CDRT15P10
398,ENSG00000114374,USP9Y,True,USP9Y
399,ENSG00000291371,Y_RNA,,Y_RNA_ENSG00000291371
400,ENSG00000291372,RNU6-409P,,RNU6-409P_ENSG00000291372
401,ENSG00000291368,ACR,,ACR_ENSG00000291368
402,ENSG00000291369,,,ENSG00000291369
403,ENSG00000291370,SNRPA1P2,,SNRPA1P2_ENSG00000291370
404,ENSG00000292254,SHANK3,,SHANK3_ENSG00000292254
405,ENSG00000223422,,,ENSG00000223422
406,ENSG00000225653,RNF19BPY,,RNF19BPY
407,ENSG00000228578,TUBB1P2,,TUBB1P2
408,ENSG00000275280,,,ENSG00000275280
409,ENSG00000270242,ACTR3BP1,,ACTR3BP1
410,ENSG00000236477,RPS24P1,,RPS24P1
411,ENSG00000237997,RCC2P2,,RCC2P2
412,ENSG00000244246,ZNF736P8Y,,ZNF736P8Y
413,ENSG00000198692,EIF1AY,True,EIF1AY
414,ENSG00000183753,BPY2,True,BPY2
415,ENSG00000225433,MTND1P12,,MTND1P12
416,ENSG00000235857,CTBP2P1,,CTBP2P1_ENSG00000235857
417,ENSG00000223955,MTND6P1,,MTND6P1
418,ENSG00000270455,PABPC1P5,,PABPC1P5
419,ENSG00000234385,RCC2P1,,RCC2P1
420,ENSG00000226863,SHROOM2P1,,SHROOM2P1
421,ENSG00000271365,,,ENSG00000271365
422,ENSG00000259029,DUX4L18,,DUX4L18
423,ENSG00000215537,ZNF736P11Y,,ZNF736P11Y
424,ENSG00000229745,BPY2DP,,BPY2DP
425,ENSG00000275828,CHEK2P1,,CHEK2P1
426,ENSG00000232522,ZNF886P,,ZNF886P
427,ENSG00000277519,OFD1P16Y,,OFD1P16Y_ENSG00000277519
428,ENSG00000273731,,,ENSG00000273731
429,ENSG00000215583,ASS1P6,,ASS1P6
430,ENSG00000274162,SNX18P1Y,,SNX18P1Y
431,ENSG00000233774,MED14P1,,MED14P1
432,ENSG00000228764,ZNF885P,,ZNF885P
433,ENSG00000232226,ARSFP1,,ARSFP1
434,ENSG00000224567,,,ENSG00000224567
435,ENSG00000241200,ZNF736P7Y,,ZNF736P7Y
436,ENSG00000228518,SURF6P1,,SURF6P1
437,ENSG00000274231,,,ENSG00000274231
438,ENSG00000274502,ANKRD20A6P,,ANKRD20A6P
439,ENSG00000278854,,,ENSG00000278854
440,ENSG00000225809,RBMY2KP,,RBMY2KP
441,ENSG00000232419,TTTY19,True,TTTY19
442,ENSG00000226906,TTTY4,True,TTTY4
443,ENSG00000230025,,,ENSG00000230025
444,ENSG00000235649,MXRA5Y,,MXRA5Y
445,ENSG00000258567,DUX4L16,,DUX4L16
446,ENSG00000234179,MTCYBP1,,MTCYBP1
447,ENSG00000271309,,,ENSG00000271309
448,ENSG00000228240,TTTY17A,True,TTTY17A
449,ENSG00000234652,AGPAT5P1,,AGPAT5P1
450,ENSG00000218410,,,ENSG00000218410
451,ENSG00000224989,FAM41AY1,True,FAM41AY1
452,ENSG00000273858,,,ENSG00000273858
453,ENSG00000227830,TRIM60P3Y,,TRIM60P3Y
454,ENSG00000226529,MTND1P1,,MTND1P1
455,ENSG00000274837,,,ENSG00000274837
456,ENSG00000216777,PRRC2CP1,,PRRC2CP1
457,ENSG00000216824,ZNF736P10Y,,ZNF736P10Y
458,ENSG00000276829,,,ENSG00000276829
459,ENSG00000283076,,,ENSG00000283076
460,ENSG00000234850,MTND2P3,,MTND2P3
461,ENSG00000270570,,,ENSG00000270570
462,ENSG00000223517,,True,AC010723.1
463,ENSG00000228207,,,ENSG00000228207
464,ENSG00000225117,ARSDP1,,ARSDP1
465,ENSG00000228411,CDY4P,,CDY4P
466,ENSG00000229518,UBE2V1P3,,UBE2V1P3
467,ENSG00000232730,FAM8A4P,,FAM8A4P
468,ENSG00000244000,,,ENSG00000244000
469,ENSG00000232764,TRIM60P8Y,,TRIM60P8Y
470,ENSG00000236131,MED13P1,,MED13P1
471,ENSG00000227949,CYCSP46,,CYCSP46
472,ENSG00000252900,RNU6-303P,,RNU6-303P
473,ENSG00000252689,,,ENSG00000252689
474,ENSG00000243980,RN7SL702P,,RN7SL702P
475,ENSG00000252315,RNA5SP520,,RNA5SP520
476,ENSG00000252012,RNA5SP521,,RNA5SP521
477,ENSG00000273966,,,ENSG00000273966
478,ENSG00000252173,RNU6-109P,,RNU6-109P
479,ENSG00000252323,RNU6-184P,,RNU6-184P
480,ENSG00000169953,HSFY2,True,HSFY2
481,ENSG00000236429,GPM6BP2,,GPM6BP2
482,ENSG00000249501,USP9YP2,,USP9YP2
483,ENSG00000228193,ELOCP14,,ELOCP14
484,ENSG00000230904,XKRYP2,,XKRYP2
485,ENSG00000238135,USP9YP10,,USP9YP10
486,ENSG00000251970,RNU1-41P,,RNU1-41P
487,ENSG00000238088,OFD1P7Y,,OFD1P7Y
488,ENSG00000217179,MTCYBP2,,MTCYBP2
489,ENSG00000217896,ZNF839P1,,ZNF839P1
490,ENSG00000185275,CD24P4,,CD24P4
491,ENSG00000252766,RNU6-255P,,RNU6-255P
492,ENSG00000288269,GCGR,,GCGR_ENSG00000288269
493,ENSG00000274282,,,ENSG00000274282
494,ENSG00000234529,GAPDHP19,,GAPDHP19
495,ENSG00000238191,CLUHP1,,CLUHP1
496,ENSG00000226353,TAF9P1,,TAF9P1
497,ENSG00000226449,CDY5P,,CDY5P
498,ENSG00000225896,ELOCP36,,ELOCP36
499,ENSG00000229129,ACTG1P2,,ACTG1P2
500,ENSG00000223555,USP9YP23,,USP9YP23
501,ENSG00000235521,USP9YP27,,USP9YP27
502,ENSG00000252513,RNU1-128P,,RNU1-128P
503,ENSG00000224964,TRAPPC2P3,,TRAPPC2P3
504,ENSG00000225740,ELOCP6,,ELOCP6
505,ENSG00000229138,CDY6P,,CDY6P
506,ENSG00000224485,USP9YP7,,USP9YP7
507,ENSG00000226116,USP9YP6,,USP9YP6
508,ENSG00000237558,CDY7P,,CDY7P
509,ENSG00000233378,USP9YP34,,USP9YP34
510,ENSG00000237616,USP9YP32,,USP9YP32
511,ENSG00000224033,CDY8P,,CDY8P
512,ENSG00000230412,ELOCP12,,ELOCP12
513,ENSG00000225895,TRAPPC2P8,,TRAPPC2P8
514,ENSG00000233120,USP9YP15,,USP9YP15
515,ENSG00000252166,RNU1-95P,,RNU1-95P
516,ENSG00000232744,USP9YP16,,USP9YP16
517,ENSG00000229465,ACTG1P11,,ACTG1P11
518,ENSG00000236599,ELOCP26,,ELOCP26
519,ENSG00000232899,CDY9P,,CDY9P
520,ENSG00000229302,TAF9P2,,TAF9P2
521,ENSG00000228945,CLUHP2,,CLUHP2
522,ENSG00000278391,,,ENSG00000278391
523,ENSG00000251953,RNA5SP522,,RNA5SP522
524,ENSG00000252667,RNA5SP523,,RNA5SP523
525,ENSG00000249726,TUBB1P1,,TUBB1P1
526,ENSG00000225716,ELOCP13,,ELOCP13
527,ENSG00000229406,OFD1P4Y,,OFD1P4Y
528,ENSG00000252209,RNU1-48P,,RNU1-48P
529,ENSG00000249634,USP9YP5,,USP9YP5
530,ENSG00000238067,XKRYP1,,XKRYP1
531,ENSG00000230377,ELOCP7,,ELOCP7
532,ENSG00000250951,USP9YP1,,USP9YP1
533,ENSG00000230458,GPM6BP1,,GPM6BP1
534,ENSG00000235479,RAB9AP4,,RAB9AP4
535,ENSG00000249606,TRAPPC2P7,,TRAPPC2P7
536,ENSG00000267793,,,ENSG00000267793
537,ENSG00000260197,,True,AC010889.1
538,ENSG00000012817,KDM5D,True,KDM5D
539,ENSG00000288213,MCRIP1,,MCRIP1_ENSG00000288213
540,ENSG00000288186,PPP1R27,,PPP1R27_ENSG00000288186
541,ENSG00000172468,HSFY1,True,HSFY1
542,ENSG00000176679,TGIF2LY,True,TGIF2LY
543,ENSG00000182415,CDY2A,True,CDY2A
544,ENSG00000233126,ZNF736P3Y,,ZNF736P3Y
545,ENSG00000227251,TRIM60P9Y,,TRIM60P9Y
546,ENSG00000252633,RN7SKP282,,RN7SKP282
547,ENSG00000251996,Y_RNA,,Y_RNA_ENSG00000251996
548,ENSG00000252155,RNU6-941P,,RNU6-941P
549,ENSG00000252472,RNU6-521P,,RNU6-521P
550,ENSG00000224953,SRIP3,,SRIP3
551,ENSG00000274365,,,ENSG00000274365
552,ENSG00000233634,GOT2P5,,GOT2P5
553,ENSG00000237701,ATP5PFP1,,ATP5PFP1
554,ENSG00000273906,,True,AC011297.1
555,ENSG00000232976,TRIM60P10Y,,TRIM60P10Y
556,ENSG00000226270,ZNF736P2Y,,ZNF736P2Y
557,ENSG00000227837,TRIM60P11Y,,TRIM60P11Y
558,ENSG00000278602,,,ENSG00000278602
559,ENSG00000223978,ZNF736P1Y,,ZNF736P1Y
560,ENSG00000278197,,,ENSG00000278197
561,ENSG00000230819,ZNF736P5Y,,ZNF736P5Y
562,ENSG00000185894,BPY2C,True,BPY2C
563,ENSG00000228296,TTTY4C,True,TTTY4C
564,ENSG00000205916,DAZ4,True,DAZ4
565,ENSG00000129873,CDY2B,True,CDY2B
566,ENSG00000251841,RNU6-1334P,,RNU6-1334P
567,ENSG00000184895,SRY,True,SRY
568,ENSG00000282162,LINC01784,,LINC01784_ENSG00000282162
569,ENSG00000281934,PRAMEF11,,PRAMEF11_ENSG00000281934
570,ENSG00000232195,TOMM22P2,,TOMM22P2
571,ENSG00000286130,,True,AC006040.1
572,ENSG00000129824,RPS4Y1,True,RPS4Y1
573,ENSG00000282116,PRAMEF30P,,PRAMEF30P_ENSG00000282116
574,ENSG00000282175,HNRNPCL1,,HNRNPCL1_ENSG00000282175
575,ENSG00000282817,PRAMEF2,,PRAMEF2_ENSG00000282817
576,ENSG00000229163,NAP1L1P2,,NAP1L1P2
577,ENSG00000278847,,True,AC006157.1
578,ENSG00000067646,ZFY,True,ZFY
579,ENSG00000282584,PRAMEF4,,PRAMEF4_ENSG00000282584
580,ENSG00000282663,PRAMEF10,,PRAMEF10_ENSG00000282663
581,ENSG00000279195,PRAMEF7,,PRAMEF7_ENSG00000279195
582,ENSG00000223600,EEF1A1P41,,EEF1A1P41
583,ENSG00000215414,PSMA6P1,,PSMA6P1
584,ENSG00000224035,SFPQP1,,SFPQP1
585,ENSG00000223915,DPPA2P1,,DPPA2P1
586,ENSG00000282338,RNU6-1072P,,RNU6-1072P_ENSG00000282338
587,ENSG00000282549,PRAMEF29P,,PRAMEF29P_ENSG00000282549
588,ENSG00000067048,DDX3Y,True,DDX3Y
589,ENSG00000282119,PRAMEF6,,PRAMEF6_ENSG00000282119
590,ENSG00000282791,PRAMEF28P,,PRAMEF28P_ENSG00000282791
591,ENSG00000282437,PRAMEF27,,PRAMEF27_ENSG00000282437
592,ENSG00000282559,HNRNPCL3,,HNRNPCL3_ENSG00000282559
593,ENSG00000282566,PRAMEF25,,PRAMEF25_ENSG00000282566
594,ENSG00000282258,PRAMEF34P,,PRAMEF34P_ENSG00000282258
595,ENSG00000282562,PRAMEF35P,,PRAMEF35P_ENSG00000282562
596,ENSG00000282530,HNRNPCL2,,HNRNPCL2_ENSG00000282530
597,ENSG00000282468,PRAMEF36P,,PRAMEF36P_ENSG00000282468
598,ENSG00000290624,,,ENSG00000290624
599,ENSG00000282341,,,ENSG00000282341
600,ENSG00000281987,PRAMEF26,,PRAMEF26_ENSG00000281987
601,ENSG00000282095,HNRNPCL4,,HNRNPCL4_ENSG00000282095
602,ENSG00000282298,PRAMEF9,,PRAMEF9_ENSG00000282298
